id	url	name	name	street_address	locality	region	postal_code	acres	counties	adopted_2017_standards_&_practices	number_of_board_members	number_of_full_time_staff	number_of_supporters	number_of_volunteers	year_first_joined	features
save-the-redwoods-league-ca	https://findalandtrust.org/land-trusts/explore/save-the-redwoods-league-ca	Save the Redwoods League	Save the Redwoods League	111 Sutter St Fl 11	San Francisco	CA	94104-4541	245,239	Alameda, Calaveras, Del Norte, Fresno, Humboldt, Kern, Madera, Marin, Mariposa, Mendocino, Monterey, Napa, San Luis Obispo, San Mateo, Santa Barbara, Santa Clara, Santa Cruz, Sonoma, Tulare, Tuolumne, Ventura	Yes	15	57	20,000	58	2003	Trails|Public Access|Volunteer Opportunities|Forests
landmark-heritage-trust-me	https://findalandtrust.org/land-trusts/explore/landmark-heritage-trust-me	Landmark Heritage Trust	Landmark Heritage Trust	PO Box 105	Dixmont	ME	04932-0105	700	Penobscot, Waldo	Yes	9		50	2	2013	Trails|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
london-britain-township-land-trust-pa	https://findalandtrust.org/land-trusts/explore/london-britain-township-land-trust-pa	London Britain Township Land Trust	London Britain Township Land Trust	PO Box 215	Kemblesville	PA	19347-0215	144	Chester	Yes	11				2000	Public Access|Forests|Wildlife Habitat
ag-land-trust-ca	https://findalandtrust.org/land-trusts/explore/ag-land-trust-ca	Ag Land Trust	Ag Land Trust	1263 Padre Drive	Salinas	CA	93901-2238	46,840	Monterey, San Benito, San Mateo	Yes	11	3	2		2000	Agricultural Land|Wildlife Habitat
michigan-nature-association-mi	https://findalandtrust.org/land-trusts/explore/michigan-nature-association-mi	Michigan Nature Association	Michigan Nature Association	2310 Science Pkwy Ste 100	Okemos	MI	48864-2525	13,022	Alcona, Alger, Allegan, Alpena, Antrim, Arenac, Baraga, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Chippewa, Clare, Clinton, Crawford, Delta, Dickinson, Eaton, Emmet, Genesee, Gladwin, Gogebic, Grand Traverse, Gratiot, Hillsdale, Houghton, Huron, Ingham, Ionia, Iosco, Iron, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Keweenaw, Lake, Lapeer, Leelanau, Lenawee, Livingston, Luce, Mackinac, Macomb, Manistee, Marquette, Mason, Mecosta, Menominee, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Ontonagon, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Schoolcraft, Shiawassee, Tuscola, Van Buren, Washtenaw, Wayne, Wexford	Yes	12	8	3,500	50	2005	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
ashby-land-trust-inc-ma	https://findalandtrust.org/land-trusts/explore/ashby-land-trust-inc-ma	Ashby Land Trust, Inc.	Ashby Land Trust, Inc.	PO Box 144	Ashby	MA	01431-0144	1,658	Middlesex	Yes	9		65	7	2001	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
historic-virginia-land-conservancy-va	https://findalandtrust.org/land-trusts/explore/historic-virginia-land-conservancy-va	Historic Virginia Land Conservancy	Historic Virginia Land Conservancy	5000 New Point Rd Ste 2202	Williamsburg	VA	23188-9411	10,889	James City	Yes		1	600	50	2000	Volunteer Opportunities
pee-dee-land-trust-sc	https://findalandtrust.org/land-trusts/explore/pee-dee-land-trust-sc	Pee Dee Land Trust	Pee Dee Land Trust	448 W Cheves St	Florence	SC	29501-4447	47,510	Chesterfield, Darlington, Dillon, Florence, Georgetown, Horry, Marion, Marlboro, Williamsburg	Yes	21	5	500	20	2005	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
old-saybrook-land-trust-ct	https://findalandtrust.org/land-trusts/explore/old-saybrook-land-trust-ct	Old Saybrook Land Trust	Old Saybrook Land Trust	PO Box 109	Old Saybrook	CT	06475-0109	363	Middlesex	Yes	15		100	15	2003	Public Access|Volunteer Opportunities
san-benito-agricultural-land-trust-ca	https://findalandtrust.org/land-trusts/explore/san-benito-agricultural-land-trust-ca	San Benito Agricultural Land Trust	San Benito Agricultural Land Trust	PO Box 145	San Juan Bautista	CA	95045-0145	7,288	San Benito	Yes	7		130	7	2018	Public Access|Volunteer Opportunities|Agricultural Land|Wildlife Habitat
manchester-land-conservation-trust-ct	https://findalandtrust.org/land-trusts/explore/manchester-land-conservation-trust-ct	Manchester Land Conservation Trust	Manchester Land Conservation Trust	20 Hartford Rd	Manchester	CT	06040-5973	528	Hartford, Tolland	Yes	15		392	40	2003	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
central-savannah-river-land-trust-ga	https://findalandtrust.org/land-trusts/explore/central-savannah-river-land-trust-ga	Central Savannah River Land Trust	Central Savannah River Land Trust	PO Box 148	Augusta	GA	30903-0148	8,078	Bulloch, Burke, Columbia, Hart, McDuffie, Richmond, Wilkes	Yes	6	1	150	20	2000	Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
north-central-conservancy-trust-wi	https://findalandtrust.org/land-trusts/explore/north-central-conservancy-trust-wi	North Central Conservancy Trust	North Central Conservancy Trust	301 W Cedar St	Stevens Point	WI	54481-6307	4,446	Adams, Clark, Lincoln, Marathon, Portage, Taylor, Waushara, Wood	Yes	12	1	150	10	2001	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
claremont-wildlands-conservancy-ca	https://findalandtrust.org/land-trusts/explore/claremont-wildlands-conservancy-ca	Claremont Wildlands Conservancy	Claremont Wildlands Conservancy	1320 N Mountain Ave	Claremont	CA	91711-3435	458	Los Angeles	Yes	9		3	10	2000	Volunteer Opportunities
hill-country-conservancy-tx	https://findalandtrust.org/land-trusts/explore/hill-country-conservancy-tx	Hill Country Conservancy	Hill Country Conservancy	5524 Bee Cave Rd	Austin	TX	78746-5246	12,789	Blanco, Burnet, Hays, Llano, San Saba, Travis	Yes	22	8	855	150	2000	Public Access|Volunteer Opportunities|Agricultural Land|Wildlife Habitat
wild-rivers-land-trust-or	https://findalandtrust.org/land-trusts/explore/wild-rivers-land-trust-or	Wild Rivers Land Trust	Wild Rivers Land Trust	PO Box 1158	Port Orford	OR	97465-1158	1,003	Curry	Yes	10	2	380	4	2004	Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
wildlands-conservancy-pa	https://findalandtrust.org/land-trusts/explore/wildlands-conservancy-pa	Wildlands Conservancy	Wildlands Conservancy	3701 Orchid Pl	Emmaus	PA	18049-1638	49,420	Berks, Bucks, Carbon, Cumberland, Delaware, Lackawanna, Lancaster, Lehigh, Luzerne, Monroe, Northampton, Pike, Schuylkill, Wayne	Yes	27	23	967	62	1991	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
scenic-rivers-land-trust-md	https://findalandtrust.org/land-trusts/explore/scenic-rivers-land-trust-md	Scenic Rivers Land Trust	Scenic Rivers Land Trust	PO Box 2008	Annapolis	MD	21404-2008	3,202	Anne Arundel	Yes	15	2	175	25	2000	Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
belmont-land-trust-ma	https://findalandtrust.org/land-trusts/explore/belmont-land-trust-ma	Belmont Land Trust	Belmont Land Trust	53 Stults Rd	Belmont	MA	02478-3428	25	Middlesex	Yes	10		100		2000	Agricultural Land|Forests|Wildlife Habitat
chestnut-hill-conservancy-pa	https://findalandtrust.org/land-trusts/explore/chestnut-hill-conservancy-pa	Chestnut Hill Conservancy	Chestnut Hill Conservancy	8708 Germantown Ave	Philadelphia	PA	19118-2717	204	Montgomery, Philadelphia	Yes	26	4	550	7	2008	Volunteer Opportunities
bay-county-conservancy-fl	https://findalandtrust.org/land-trusts/explore/bay-county-conservancy-fl	Bay County Conservancy	Bay County Conservancy	PO Box 1122	Panama City	FL	32402-1122	283	Bay, Calhoun, Franklin, Jackson, Walton, Washington	Yes	9		50	6	2001	Public Access|Volunteer Opportunities
golden-state-land-conservancy-ca	https://findalandtrust.org/land-trusts/explore/golden-state-land-conservancy-ca	Golden State Land Conservancy	Golden State Land Conservancy	321 S Main St #525	Sebastopol	CA	95472-4208	35,298	Alameda, Alpine, Amador, Butte, Calaveras, Colusa, Contra Costa, Del Norte, El Dorado, Fresno, Glenn, Humboldt, Imperial, Inyo, Kern, Kings, Lake, Lassen, Los Angeles, Madera, Marin, Mariposa, Mendocino, Merced, Modoc, Mono, Monterey, Napa, Nevada, Orange, Placer, Plumas, Riverside, Sacramento, San Benito, San Bernardino, San Diego, San Francisco, San Joaquin, San Luis Obispo, San Mateo, Santa Barbara, Santa Clara, Santa Cruz, Shasta, Sierra, Siskiyou, Solano, Sonoma, Stanislaus, Sutter, Tehama, Trinity, Tulare, Tuolumne, Ventura, Yolo, Yuba	Yes	8	1	9	1	2000	Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
beaufort-county-open-land-trust-sc	https://findalandtrust.org/land-trusts/explore/beaufort-county-open-land-trust-sc	Beaufort County Open Land Trust	Beaufort County Open Land Trust	PO Box 75	Beaufort	SC	29901-0075	25,568	Beaufort, Colleton	Yes	12	4	700	200	1990	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
cedar-lakes-conservation-foundation-wi	https://findalandtrust.org/land-trusts/explore/cedar-lakes-conservation-foundation-wi	Cedar Lakes Conservation Foundation	Cedar Lakes Conservation Foundation	PO Box 347	West Bend	WI	53095-0347	2,509	Washington	Yes	12	1	400	30	1991	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
texas-ornithological-society-tx	https://findalandtrust.org/land-trusts/explore/texas-ornithological-society-tx	Texas Ornithological Society	Texas Ornithological Society	19423 Shawnway Lane	Houston	TX	77094-3092	160	Bexar	Yes	15		1,000	20	2005	Public Access|Volunteer Opportunities
kern-river-valley-heritage-foundation-ca	https://findalandtrust.org/land-trusts/explore/kern-river-valley-heritage-foundation-ca	Kern River Valley Heritage Foundation	Kern River Valley Heritage Foundation	PO Box 1249	Lake Isabella	CA	93240-1249	4,818	Kern	Yes	6		20	20	2000	Public Access|Volunteer Opportunities|Agricultural Land|Wildlife Habitat
westport-village-society-inc-ca	https://findalandtrust.org/land-trusts/explore/westport-village-society-inc-ca	Westport Village Society, Inc.	Westport Village Society, Inc.	PO Box 446	Westport	CA	95488-0446	9	Mendocino	Yes	7		120	25	2000	Trails|Public Access|Volunteer Opportunities
owl-creek-conservancy-oh	https://findalandtrust.org/land-trusts/explore/owl-creek-conservancy-oh	Owl Creek Conservancy	Owl Creek Conservancy	PO Box 291	Mount Vernon	OH	43050-0291	4,827	Knox	Yes	9		187	4	2000	Volunteer Opportunities|Agricultural Land|Forests
feather-river-land-trust-ca	https://findalandtrust.org/land-trusts/explore/feather-river-land-trust-ca	Feather River Land Trust	Feather River Land Trust	75 Court Street	Quincy	CA	95971-9194	49,054	Butte, Lassen, Plumas, Sierra	Yes	7	14	800	56	2000	Volunteer Opportunities
nashoba-conservation-trust-inc-ma	https://findalandtrust.org/land-trusts/explore/nashoba-conservation-trust-inc-ma	Nashoba Conservation Trust, Inc.	Nashoba Conservation Trust, Inc.	PO Box 188	Pepperell	MA	01463-0188	525	Middlesex	Yes	11		200	5	1999	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
ammonoosuc-conservation-trust-nh	https://findalandtrust.org/land-trusts/explore/ammonoosuc-conservation-trust-nh	Ammonoosuc Conservation Trust	Ammonoosuc Conservation Trust	PO Box 191 729 Main St	Franconia	NH	03580-0191	5,517	Coos, Grafton	Yes	10	2	250	4	2000	Trails|Public Access|Volunteer Opportunities
oxbow-inc-in	https://findalandtrust.org/land-trusts/explore/oxbow-inc-in	Oxbow, Inc.	Oxbow, Inc.	PO Box 4172	Lawrenceburg	IN	47025-4172	1,600	Dearborn	Yes	15	1	672	120	2005	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
michigan-karst-conservancy-mi	https://findalandtrust.org/land-trusts/explore/michigan-karst-conservancy-mi	Michigan Karst Conservancy	Michigan Karst Conservancy	2805 Gladstone Ave	Ann Arbor	MI	48104-6432	590	Alcona, Alger, Allegan, Alpena, Antrim, Arenac, Baraga, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Chippewa, Clare, Clinton, Crawford, Delta, Dickinson, Eaton, Emmet, Genesee, Gladwin, Gogebic, Grand Traverse, Gratiot, Hillsdale, Houghton, Huron, Ingham, Ionia, Iosco, Iron, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Keweenaw, Lake, Lapeer, Leelanau, Lenawee, Livingston, Luce, Mackinac, Macomb, Manistee, Marquette, Mason, Mecosta, Menominee, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Ontonagon, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Schoolcraft, Shiawassee, Tuscola, Van Buren, Washtenaw, Wayne, Wexford	Yes	10		80	20	1989	Trails|Public Access|Volunteer Opportunities|Forests|Wildlife Habitat
norman-area-land-conservancy-ok	https://findalandtrust.org/land-trusts/explore/norman-area-land-conservancy-ok	Norman Area Land Conservancy	Norman Area Land Conservancy	PO Box 1616	Norman	OK	73070-1616	897	Cleveland	Yes	12		44	3	2000	Volunteer Opportunities|Agricultural Land
southern-appalachian-highlands-conservancy-nc	https://findalandtrust.org/land-trusts/explore/southern-appalachian-highlands-conservancy-nc	Southern Appalachian Highlands Conservancy	Southern Appalachian Highlands Conservancy	372 Merrimon Avenue	Asheville	NC	28801-1222	72,789	Ashe, Avery, Buncombe, Haywood, Henderson, Jackson, McDowell, Macon, Madison, Mitchell, Yancey	Yes	16	16		400	1983	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
littleton-conservation-trust-ma	https://findalandtrust.org/land-trusts/explore/littleton-conservation-trust-ma	Littleton Conservation Trust	Littleton Conservation Trust	PO Box 594	Littleton	MA	01460-0594	606	Middlesex	Yes	12		82	60	1997	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
natural-land-institute-il	https://findalandtrust.org/land-trusts/explore/natural-land-institute-il	Natural Land Institute	Natural Land Institute	320 S 3rd St	Rockford	IL	61104-2063	19,222	Boone, Bureau, Carroll, DeKalb, Henry, Jo Daviess, Lee, Ogle, Rock Island, Stephenson, Whiteside, Winnebago	Yes	17	6	725	130	1991	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
the-vital-ground-foundation-mt	https://findalandtrust.org/land-trusts/explore/the-vital-ground-foundation-mt	The Vital Ground Foundation	The Vital Ground Foundation	20 Fort Missoula Rd	Missoula	MT	59804-7203	19,150	Bonner, Boundary	Yes	14	8	2,400	15	2001	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
maine-farmland-trust-me	https://findalandtrust.org/land-trusts/explore/maine-farmland-trust-me	Maine Farmland Trust	Maine Farmland Trust	97 Main Street	Belfast	ME	04915-6536	39,113	Androscoggin, Aroostook, Cumberland, Franklin, Hancock, Kennebec, Knox, Lincoln, Oxford, Penobscot, Piscataquis, Sagadahoc, Somerset, Waldo, Washington, York	Yes	11	25	2	6	2000	Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
cardinal-land-conservancy-inc-oh	https://findalandtrust.org/land-trusts/explore/cardinal-land-conservancy-inc-oh	Cardinal Land Conservancy, Inc.	Cardinal Land Conservancy, Inc.	790 Garfield Avenue PO Box 957	Milford	OH	45150-1608	7,884	Adams, Brown, Clermont, Clinton, Hamilton, Highland, Warren	Yes	9	1	184	30	1999	Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
greater-sandy-spring-green-space-inc-md	https://findalandtrust.org/land-trusts/explore/greater-sandy-spring-green-space-inc-md	Greater Sandy Spring Green Space, Inc.						279	Montgomery	Yes	8		40		2000	
hanover-conservancy-nh	https://findalandtrust.org/land-trusts/explore/hanover-conservancy-nh	Hanover Conservancy	Hanover Conservancy	71 Lyme Rd	Hanover	NH	03755-1253	2,793	Grafton	Yes	13	2	504	93	2001	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
north-florida-land-trust-fl	https://findalandtrust.org/land-trusts/explore/north-florida-land-trust-fl	North Florida Land Trust	North Florida Land Trust	843 West Monroe Street	Jacksonville	FL	32202-4835	25,554	Baker, Clay, Duval, Flagler, Nassau, Putnam, St. Johns	Yes	15	10	680	20	1999	Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
big-thicket-natural-heritage-trust-tx	https://findalandtrust.org/land-trusts/explore/big-thicket-natural-heritage-trust-tx	Big Thicket Natural Heritage Trust	Big Thicket Natural Heritage Trust	PO Box 1049	Kountze	TX	77625-1049	877	Angelina, Chambers, Hardin, Jasper, Jefferson, Liberty, Newton, Orange, Polk, Sabine, Trinity, Tyler	Yes	10		83	150	1999	Forests|Wildlife Habitat
blue-mountain-land-trust-wa	https://findalandtrust.org/land-trusts/explore/blue-mountain-land-trust-wa	Blue Mountain Land Trust	Blue Mountain Land Trust	PO Box 1473	Walla Walla	WA	99362-0027	13,428	Umatilla, Union	Yes	13	6	2,500	100	1999	Trails|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
blue-ridge-conservancy-nc	https://findalandtrust.org/land-trusts/explore/blue-ridge-conservancy-nc	Blue Ridge Conservancy	Blue Ridge Conservancy	PO Box 568	Boone	NC	28607-0568	21,756	Alleghany, Ashe, Avery, Mitchell, Watauga, Wilkes, Yancey	Yes	15	7	911	10	2000	Trails|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
land-trust-of-north-alabama-al	https://findalandtrust.org/land-trusts/explore/land-trust-of-north-alabama-al	Land Trust of North Alabama	Land Trust of North Alabama	2707 Artie St SW Suite 6	Huntsville	AL	35805-4769	8,261	Colbert, De Kalb, Franklin, Jackson, Lauderdale, Lawrence, Limestone, Madison, Marshall, Morgan	Yes	23	6	2,791	163	1991	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
lower-merion-conservancy-pa	https://findalandtrust.org/land-trusts/explore/lower-merion-conservancy-pa	Lower Merion Conservancy	Lower Merion Conservancy	1301 Rose Glen Rd	Gladwyne	PA	19035-1323	245	Delaware, Delaware, Montgomery, Montgomery	Yes					1999	
tall-pines-conservancy-wi	https://findalandtrust.org/land-trusts/explore/tall-pines-conservancy-wi	Tall Pines Conservancy	Tall Pines Conservancy	PO Box 65	Nashotah	WI	53058-0065	1,545	Dodge, Washington, Waukesha	Yes	12	3	600	30	2006	Volunteer Opportunities|Agricultural Land|Wildlife Habitat
chikaming-open-lands-mi	https://findalandtrust.org/land-trusts/explore/chikaming-open-lands-mi	Chikaming Open Lands	Chikaming Open Lands	12291 Red Arrow Hwy	Sawyer	MI	49125-9168	2,021	Berrien	Yes	13	4	450	25	1999	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
foothills-land-conservancy-me	https://findalandtrust.org/land-trusts/explore/foothills-land-conservancy-me	Foothills Land Conservancy						228	Franklin	Yes	10		150	10	1999	Trails|Public Access|Volunteer Opportunities|Agricultural Land|Forests|Wildlife Habitat
